Raman Shift,"2044_D_siarczyn_sodu_5,5mM_9s_1acc_30%_3","2044_D_siarczyn_sodu_5,5mM_9s_1acc_30%_4","2044_G_siarczyn_sodu_5,5mM_9s_1acc_30%","2044_G_siarczyn_sodu_5,5mM_9s_1acc_30%_2","2044_G_siarczyn_sodu_5,5mM_9s_1acc_30%_3","2045_D_siarczyn_sodu_5,5mM_9s_1acc_30%","2045_D_siarczyn_sodu_5,5mM_9s_1acc_30%_2","2045_D_siarczyn_sodu_5,5mM_9s_1acc_30%_3","2045_G_siarczyn_sodu_5,5mM_9s_1acc_30%","2045_G_siarczyn_sodu_5,5mM_9s_1acc_30%_2","2041_D_siarczyn_sodu_5,5mM_9s_1acc_30%","2041_D_siarczyn_sodu_5,5mM_9s_1acc_30%_2","2041_G_siarczyn_sodu_5,5mM_9s_1acc_30%","2041_G_siarczyn_sodu_5,5mM_9s_1acc_30%_2","2044_D_siarczyn_sodu_5,5mM_9s_1acc_30%_2"
1154.86,12504.0,9907.0,10478.0,12077.0,9772.0,10485.0,9804.0,11383.0,10830.0,11643.0,5881.0,8517.0,10878.0,8829.0,10391.0
1156.83,12358.0,9991.0,10504.0,12060.0,9263.0,10331.0,10080.0,11495.0,11063.0,11430.0,5742.0,8644.0,10861.0,8818.0,10368.0
1158.79,12519.0,10201.0,10411.0,11887.0,9321.0,10451.0,10088.0,11689.0,11169.0,11665.0,5901.0,8807.0,11022.0,8651.0,10611.0
1160.76,12398.0,10024.0,10613.0,11866.0,9571.0,10349.0,9667.0,11518.0,11145.0,11387.0,5630.0,8489.0,10986.0,8456.0,10654.0
1162.72,12030.0,10081.0,10290.0,12002.0,9269.0,10641.0,9672.0,11989.0,10867.0,11407.0,5629.0,8614.0,10846.0,8599.0,10247.0
1164.68,12166.0,10054.0,10598.0,11814.0,9357.0,10291.0,9589.0,11753.0,10924.0,11508.0,5827.0,8379.0,10853.0,8477.0,10378.0
1166.65,12240.0,10303.0,10351.0,11440.0,9609.0,10247.0,9450.0,11587.0,10940.0,11465.0,5704.0,8497.0,11246.0,8372.0,10409.0
1168.61,11979.0,9885.0,10412.0,11624.0,9297.0,10155.0,9814.0,11347.0,10764.0,11427.0,5843.0,8405.0,11292.0,8483.0,10240.0
1170.57,11998.0,10145.0,10307.0,11758.0,9379.0,9981.0,9715.0,11561.0,10621.0,11577.0,5651.0,8425.0,10836.0,8438.0,10450.0
1172.53,12169.0,10043.0,10317.0,11553.0,9284.0,10049.0,9662.0,11622.0,10591.0,11285.0,5448.0,8248.0,10968.0,8458.0,10481.0
1174.49,12759.0,10143.0,10529.0,11986.0,9343.0,10003.0,9407.0,11510.0,10975.0,11423.0,5370.0,8118.0,10777.0,8241.0,10513.0
1176.44,12584.0,9809.0,10345.0,11691.0,9341.0,10139.0,9797.0,11773.0,10828.0,11401.0,5550.0,7897.0,10975.0,8340.0,10520.0
1178.4,12069.0,9899.0,10064.0,11479.0,9131.0,9981.0,9361.0,11090.0,10897.0,10951.0,5602.0,8015.0,11028.0,8633.0,9934.0
1180.36,12299.0,9729.0,10291.0,11403.0,9431.0,10186.0,9260.0,11348.0,11157.0,11219.0,5820.0,8172.0,10977.0,8486.0,10212.0
1182.31,12328.0,9515.0,9948.0,11478.0,9148.0,9939.0,9450.0,11298.0,10826.0,11094.0,5262.0,7854.0,10757.0,8095.0,10349.0
1184.27,11894.0,9734.0,10275.0,11321.0,9319.0,10271.0,9398.0,11114.0,10785.0,11335.0,5323.0,8108.0,10842.0,8287.0,10410.0
1186.22,12055.0,9869.0,9990.0,10952.0,8949.0,9682.0,9082.0,11063.0,10776.0,11202.0,5478.0,7817.0,10577.0,8016.0,10200.0
1188.18,11836.0,9763.0,9643.0,11169.0,8816.0,10416.0,9010.0,11297.0,10574.0,10845.0,5516.0,8184.0,10792.0,8232.0,10326.0
1190.13,11830.0,9334.0,9711.0,11377.0,8845.0,10360.0,9173.0,11162.0,10979.0,10945.0,5563.0,7970.0,10706.0,8063.0,10352.0
1192.08,11911.0,9572.0,9999.0,11543.0,9073.0,10510.0,9385.0,11187.0,10455.0,10816.0,5634.0,8104.0,10378.0,7978.0,10230.0
1194.03,11861.0,9431.0,9653.0,11214.0,8909.0,10260.0,9186.0,10855.0,10554.0,10787.0,5284.0,7907.0,10091.0,8011.0,9904.0
1195.98,11797.0,9660.0,9663.0,11268.0,9120.0,9988.0,9066.0,10693.0,10272.0,10787.0,5504.0,7911.0,10084.0,8296.0,10116.0
1197.93,11662.0,9740.0,9535.0,10983.0,8884.0,10510.0,9132.0,10945.0,10515.0,11117.0,5326.0,7954.0,10314.0,7929.0,9796.0
1199.88,11614.0,9484.0,9625.0,11206.0,8797.0,10424.0,9196.0,10719.0,10540.0,10879.0,5501.0,8106.0,10014.0,8352.0,9634.0
1201.82,12086.0,9545.0,9679.0,11041.0,8876.0,10292.0,9132.0,10777.0,10051.0,10877.0,5065.0,7909.0,10101.0,7834.0,9866.0
1203.77,11277.0,9384.0,9473.0,11014.0,8669.0,10521.0,9128.0,10986.0,10270.0,10725.0,5193.0,7647.0,10267.0,8117.0,9675.0
1205.72,11726.0,9628.0,9596.0,11341.0,9147.0,10136.0,8816.0,10601.0,10146.0,10824.0,5230.0,7877.0,10424.0,8082.0,9682.0
1207.66,11716.0,9281.0,9566.0,10816.0,8576.0,10035.0,8732.0,10775.0,10319.0,10792.0,5090.0,7770.0,10255.0,7954.0,9556.0
1209.61,11564.0,9445.0,9410.0,10822.0,8726.0,10063.0,8966.0,10829.0,10271.0,10966.0,5146.0,7557.0,10164.0,7918.0,9439.0
1211.55,11431.0,9491.0,9343.0,10717.0,8700.0,9953.0,9020.0,10732.0,10468.0,10627.0,5185.0,7581.0,9817.0,8005.0,9560.0
1213.49,11607.0,9141.0,9334.0,10780.0,8515.0,10220.0,9024.0,10986.0,10008.0,10688.0,5255.0,7716.0,10163.0,7846.0,9456.0
1215.43,11644.0,9242.0,9239.0,10603.0,8351.0,9888.0,8818.0,10494.0,10241.0,10781.0,4998.0,7384.0,10119.0,7599.0,9559.0
1217.37,11456.0,9178.0,9299.0,10737.0,8485.0,10037.0,9079.0,10675.0,10273.0,10689.0,5057.0,7870.0,10103.0,7815.0,9367.0
1219.31,11598.0,9159.0,9425.0,10789.0,8549.0,9744.0,8869.0,10441.0,10424.0,10649.0,5216.0,7727.0,10371.0,7634.0,9650.0
1221.25,11502.0,9074.0,9415.0,10697.0,8870.0,9688.0,8723.0,10655.0,10525.0,10901.0,5270.0,7788.0,9604.0,7920.0,9501.0
1223.19,11610.0,9190.0,9281.0,11030.0,8684.0,9924.0,8570.0,10721.0,10197.0,10607.0,5182.0,7792.0,10208.0,7578.0,9666.0
1225.13,11505.0,9115.0,9313.0,10997.0,8463.0,9706.0,9001.0,10679.0,10057.0,10669.0,5113.0,7756.0,10326.0,8004.0,9495.0
1227.07,11426.0,9081.0,9127.0,10885.0,8507.0,9792.0,8674.0,10572.0,10278.0,10723.0,5064.0,7961.0,10292.0,7573.0,9954.0
1229.0,11619.0,9253.0,9226.0,10970.0,8315.0,9304.0,8432.0,10868.0,10438.0,10639.0,5179.0,7647.0,10264.0,7886.0,9556.0
1230.94,11385.0,8935.0,9209.0,10899.0,8155.0,9525.0,9013.0,10760.0,10089.0,10791.0,5331.0,7837.0,10306.0,7764.0,9735.0
1232.87,11467.0,9031.0,8847.0,10697.0,8282.0,9482.0,8933.0,10811.0,9897.0,10681.0,5203.0,7596.0,9871.0,7814.0,9414.0
1234.81,11920.0,9205.0,9083.0,10741.0,8462.0,9376.0,8682.0,10575.0,10293.0,10654.0,5196.0,7657.0,10389.0,8077.0,9601.0
1236.74,12286.0,9182.0,9421.0,10911.0,8604.0,9734.0,8948.0,11390.0,10355.0,10727.0,5052.0,7219.0,10336.0,7829.0,9673.0
1238.67,11670.0,9147.0,9247.0,10800.0,8540.0,9644.0,8888.0,10921.0,9956.0,10898.0,5154.0,7448.0,10420.0,7928.0,9390.0
1240.6,11836.0,9093.0,9356.0,11053.0,8494.0,9894.0,8791.0,11017.0,10290.0,10753.0,5306.0,7652.0,10115.0,7940.0,9385.0
1242.53,11997.0,9076.0,9421.0,10806.0,8499.0,9746.0,8625.0,11054.0,10466.0,10720.0,4882.0,7445.0,9970.0,7811.0,9431.0
1244.46,12115.0,9156.0,9483.0,10944.0,8554.0,9536.0,9017.0,10911.0,10272.0,10807.0,5024.0,7434.0,9978.0,7678.0,9437.0
1246.39,11488.0,9282.0,9343.0,10669.0,8228.0,9728.0,9093.0,11118.0,10491.0,10597.0,5205.0,7273.0,9919.0,7680.0,9162.0
1248.32,11728.0,9142.0,9298.0,10807.0,8666.0,9656.0,8764.0,11023.0,10341.0,10591.0,5075.0,7235.0,10107.0,7754.0,9183.0
1250.25,11770.0,9048.0,9319.0,10557.0,8230.0,9534.0,8634.0,10944.0,10374.0,10289.0,5288.0,7324.0,9900.0,7758.0,9210.0
1252.17,11753.0,9337.0,9657.0,10962.0,8348.0,9418.0,8878.0,10849.0,10347.0,10831.0,5110.0,7588.0,9863.0,7924.0,9493.0
1254.1,11695.0,9135.0,9429.0,11334.0,8304.0,9580.0,8632.0,11103.0,10379.0,10608.0,4911.0,7401.0,10043.0,7800.0,9392.0
1256.02,11675.0,9123.0,9489.0,10898.0,8345.0,9731.0,8604.0,11168.0,10458.0,10744.0,5008.0,7577.0,10014.0,7888.0,9665.0
1257.95,11647.0,9747.0,9330.0,10685.0,8310.0,9552.0,8508.0,10759.0,10452.0,10569.0,5413.0,7444.0,10085.0,7984.0,9457.0
1259.87,11394.0,9552.0,9398.0,10931.0,8393.0,9717.0,9037.0,11074.0,10696.0,10340.0,5200.0,7433.0,10166.0,7820.0,9607.0
1261.79,11436.0,9290.0,9394.0,10933.0,8443.0,9681.0,9021.0,11217.0,10751.0,10536.0,5269.0,7511.0,9971.0,7711.0,9640.0
1263.71,11537.0,9460.0,9634.0,11142.0,8582.0,9873.0,8924.0,11240.0,10693.0,10725.0,5268.0,7430.0,10005.0,7873.0,9493.0
1265.63,11592.0,9366.0,9627.0,10829.0,8512.0,10052.0,9084.0,11051.0,10648.0,10675.0,5233.0,7185.0,10238.0,7867.0,9427.0
1267.55,11601.0,9320.0,9381.0,10663.0,8367.0,9665.0,9116.0,10928.0,10657.0,10460.0,5177.0,7536.0,10226.0,7782.0,9607.0
1269.47,11476.0,9198.0,9543.0,10660.0,8543.0,10060.0,8966.0,10877.0,10834.0,10810.0,5297.0,7424.0,10449.0,7654.0,9709.0
1271.39,11290.0,9314.0,9477.0,10815.0,8442.0,9670.0,8817.0,10727.0,10606.0,10523.0,5180.0,7523.0,9963.0,7501.0,9595.0
1273.31,11546.0,9012.0,9585.0,10811.0,8707.0,9853.0,8827.0,10815.0,10620.0,10888.0,5345.0,7354.0,10326.0,8008.0,9810.0
1275.23,11638.0,9300.0,9587.0,10687.0,8561.0,9959.0,8949.0,10576.0,10337.0,10581.0,5250.0,7593.0,10023.0,7828.0,9530.0
1277.14,11693.0,9227.0,9383.0,10525.0,8582.0,9761.0,9105.0,10479.0,10676.0,10604.0,5159.0,7639.0,10082.0,7829.0,9235.0
1279.06,11977.0,8845.0,9340.0,10371.0,8574.0,9632.0,8776.0,10595.0,10078.0,10213.0,5195.0,7272.0,10473.0,7541.0,9503.0
1280.97,11764.0,9236.0,9431.0,10523.0,8286.0,9720.0,9006.0,10699.0,10339.0,10345.0,5532.0,7544.0,10366.0,7870.0,9636.0
1282.89,11956.0,9015.0,9649.0,10617.0,8342.0,9763.0,9100.0,10761.0,10255.0,10551.0,5361.0,7069.0,10181.0,7761.0,9411.0
1284.8,11707.0,9177.0,9493.0,10698.0,8439.0,9495.0,8933.0,10494.0,10312.0,10737.0,5408.0,7213.0,10202.0,7579.0,9421.0
1286.71,11970.0,8733.0,9204.0,10572.0,8601.0,9652.0,8746.0,10317.0,10425.0,10575.0,5287.0,7665.0,10330.0,7849.0,9561.0
1288.62,11679.0,9181.0,9271.0,10721.0,8289.0,9608.0,9067.0,10421.0,10122.0,10558.0,5216.0,7482.0,10393.0,7679.0,9571.0
1290.53,11833.0,9173.0,9243.0,10553.0,8804.0,9507.0,8961.0,10451.0,10037.0,10537.0,5390.0,7237.0,10635.0,7677.0,9704.0
1292.44,11807.0,9011.0,9291.0,10277.0,8396.0,9734.0,8954.0,10304.0,10296.0,10248.0,5372.0,7579.0,10547.0,7683.0,9566.0
1294.35,11737.0,8930.0,9219.0,10345.0,8530.0,9562.0,8529.0,10355.0,10363.0,10729.0,5140.0,7322.0,10424.0,7322.0,9619.0
1296.26,11712.0,9345.0,9339.0,10503.0,8616.0,9419.0,8768.0,10257.0,10334.0,10771.0,5281.0,7161.0,10435.0,7528.0,9610.0
1298.17,11858.0,9146.0,9458.0,10636.0,8334.0,9575.0,8793.0,10520.0,10131.0,10479.0,5013.0,7123.0,10487.0,7513.0,9751.0
1300.07,11604.0,9063.0,9361.0,10175.0,8178.0,9354.0,8718.0,10379.0,9876.0,10270.0,5277.0,7292.0,10267.0,7682.0,9492.0
1301.98,11661.0,9455.0,9369.0,10840.0,8592.0,9632.0,8876.0,10493.0,10165.0,10771.0,5196.0,7497.0,10377.0,7610.0,9599.0
1303.88,11383.0,9067.0,9174.0,10396.0,8226.0,9488.0,8810.0,10273.0,10053.0,10556.0,5196.0,7465.0,10269.0,7483.0,9584.0
1305.79,11286.0,9255.0,9110.0,9951.0,8086.0,9484.0,8888.0,10235.0,9962.0,10451.0,5359.0,7298.0,10377.0,7588.0,9494.0
1307.69,11650.0,8945.0,9077.0,10388.0,8633.0,9389.0,8925.0,10287.0,9907.0,10739.0,5305.0,7455.0,10092.0,7645.0,9357.0
1309.59,11150.0,9036.0,9231.0,10298.0,8506.0,9534.0,8730.0,10429.0,9768.0,10303.0,5406.0,7484.0,9994.0,7626.0,9350.0
1311.5,11364.0,8984.0,9376.0,10391.0,8181.0,9460.0,8800.0,10491.0,9827.0,10643.0,5301.0,7337.0,9822.0,7508.0,9455.0
1313.4,11311.0,8890.0,9209.0,10402.0,8214.0,9317.0,8708.0,10579.0,9790.0,10366.0,5104.0,7509.0,10048.0,7538.0,9369.0
1315.3,11367.0,9007.0,9481.0,10323.0,8395.0,9394.0,8732.0,10537.0,10172.0,10797.0,5391.0,7261.0,9956.0,7537.0,9283.0
1317.2,11283.0,9197.0,9179.0,10435.0,8337.0,9487.0,8966.0,10909.0,10128.0,10649.0,5244.0,7186.0,10028.0,7374.0,9347.0
1319.09,11499.0,8918.0,9229.0,10314.0,8620.0,9872.0,8793.0,10633.0,9812.0,10679.0,5205.0,7253.0,9875.0,7750.0,9403.0
1320.99,11154.0,9217.0,9247.0,10340.0,8306.0,9498.0,9077.0,10419.0,9898.0,10412.0,5153.0,7171.0,9674.0,7648.0,9227.0
1322.89,11407.0,9288.0,9343.0,10591.0,8246.0,9362.0,8889.0,10353.0,9926.0,10250.0,5280.0,7229.0,9996.0,7348.0,8999.0
1324.79,11417.0,9201.0,9236.0,10356.0,8271.0,9461.0,8817.0,10439.0,9894.0,10355.0,5196.0,7504.0,10083.0,7690.0,9563.0
1326.68,11470.0,9150.0,9375.0,10498.0,8608.0,9537.0,8748.0,10569.0,10049.0,10478.0,5162.0,7261.0,9807.0,7653.0,9512.0
1328.58,11948.0,9164.0,9651.0,10641.0,8618.0,9651.0,8841.0,10496.0,9917.0,10540.0,5368.0,7285.0,9834.0,7349.0,9649.0
1330.47,11997.0,9089.0,9620.0,10837.0,8499.0,9478.0,9029.0,10969.0,10112.0,10641.0,5424.0,7418.0,9791.0,7376.0,9541.0
1332.36,11809.0,9200.0,9263.0,10363.0,8729.0,9697.0,9177.0,10972.0,9993.0,10208.0,5208.0,7144.0,9913.0,7554.0,9675.0
1334.25,11819.0,8869.0,9507.0,10380.0,8735.0,9457.0,8905.0,10741.0,10018.0,10380.0,5383.0,7260.0,9941.0,7709.0,10006.0
1336.15,12111.0,9352.0,9654.0,10815.0,8823.0,9626.0,8918.0,11051.0,10192.0,10534.0,5316.0,7117.0,9877.0,7860.0,9950.0
1338.04,11935.0,9045.0,9669.0,10683.0,8594.0,9734.0,9062.0,11125.0,9979.0,10589.0,5192.0,7165.0,10077.0,7475.0,10007.0
1339.93,12054.0,9347.0,9545.0,10891.0,8667.0,9585.0,8996.0,11219.0,9984.0,10448.0,5423.0,7384.0,9874.0,7687.0,9978.0
1341.82,12259.0,9376.0,9715.0,10709.0,8445.0,9495.0,8833.0,10939.0,9782.0,10531.0,5393.0,7379.0,10022.0,7623.0,9985.0
1343.7,12475.0,10332.0,9719.0,10825.0,8853.0,9412.0,9160.0,11037.0,10218.0,10498.0,5226.0,7429.0,9809.0,7580.0,9811.0
1345.59,14220.0,11976.0,9610.0,11011.0,9087.0,9713.0,9156.0,11281.0,10199.0,10706.0,5335.0,7399.0,9706.0,7901.0,10110.0
1347.48,13985.0,12346.0,9709.0,10925.0,9030.0,9672.0,8819.0,11152.0,10454.0,10910.0,5475.0,7522.0,10271.0,7949.0,9821.0
1349.36,12031.0,9482.0,9489.0,10493.0,8780.0,9629.0,8787.0,11176.0,10298.0,10371.0,5728.0,7599.0,9879.0,7872.0,9947.0
1351.25,12086.0,9116.0,9503.0,10635.0,8549.0,9478.0,8839.0,10956.0,10516.0,10141.0,5487.0,7293.0,10031.0,7709.0,10068.0
1353.13,11913.0,9274.0,9172.0,10655.0,8881.0,9676.0,8837.0,11347.0,10728.0,10353.0,5417.0,7478.0,9908.0,7806.0,9985.0
1355.02,12405.0,9418.0,9511.0,10854.0,8751.0,9566.0,9066.0,10913.0,10789.0,10402.0,5499.0,7711.0,10118.0,7878.0,10035.0
1356.9,12083.0,9056.0,9583.0,10840.0,8635.0,9642.0,9042.0,11033.0,10824.0,10181.0,5506.0,7623.0,9956.0,7613.0,9931.0
1358.78,12129.0,9352.0,9766.0,10847.0,8941.0,9522.0,8905.0,10949.0,10555.0,10452.0,5430.0,7713.0,10136.0,7471.0,10509.0
1360.66,11966.0,9221.0,9803.0,10567.0,8860.0,9820.0,8852.0,11083.0,10756.0,10585.0,5548.0,7642.0,10160.0,7605.0,10253.0
1362.55,12065.0,9421.0,9217.0,10728.0,8834.0,9658.0,9050.0,10985.0,11179.0,10337.0,5645.0,7257.0,10157.0,7613.0,10175.0
1364.42,12017.0,9293.0,9517.0,10641.0,8817.0,9696.0,8803.0,10907.0,10925.0,10446.0,5593.0,7389.0,9808.0,7452.0,10261.0
1366.3,12071.0,9173.0,9452.0,10873.0,8720.0,9617.0,8693.0,10892.0,10718.0,10448.0,5302.0,7105.0,9993.0,7372.0,10131.0
1368.18,12246.0,9273.0,9716.0,10581.0,8548.0,9558.0,8912.0,10985.0,10881.0,10182.0,5382.0,7342.0,9811.0,7442.0,9936.0
1370.06,12012.0,9133.0,9716.0,10465.0,8809.0,9912.0,8744.0,10959.0,10474.0,10374.0,5445.0,7490.0,9728.0,7474.0,10332.0
1371.94,11993.0,9237.0,9381.0,10467.0,8777.0,9769.0,8707.0,10698.0,10665.0,9930.0,5488.0,7532.0,9989.0,7529.0,9960.0
1373.81,12085.0,9039.0,9395.0,10339.0,8532.0,9688.0,8547.0,10695.0,10152.0,9878.0,5068.0,7200.0,9949.0,7560.0,9947.0
1375.69,12459.0,9136.0,9411.0,10501.0,8688.0,9794.0,8927.0,10695.0,10541.0,10270.0,5290.0,7281.0,9518.0,7196.0,10380.0
1377.56,11849.0,8846.0,9487.0,10233.0,8385.0,9586.0,8572.0,10415.0,10094.0,10306.0,5311.0,7602.0,9785.0,7279.0,9863.0
1379.44,12312.0,8787.0,9450.0,10421.0,8605.0,9450.0,8423.0,10049.0,10219.0,10414.0,5499.0,7464.0,9630.0,7743.0,9904.0
1381.31,11831.0,9115.0,9357.0,10491.0,8631.0,9438.0,8602.0,10389.0,10310.0,9957.0,5162.0,7174.0,9625.0,7302.0,9814.0
1383.18,11830.0,9247.0,9456.0,10219.0,8357.0,9633.0,8662.0,10370.0,10304.0,10083.0,5279.0,7353.0,9561.0,7175.0,9807.0
1385.05,11676.0,8834.0,9222.0,10332.0,8538.0,9545.0,8566.0,10315.0,10538.0,10183.0,5169.0,7157.0,9646.0,7285.0,9681.0
1386.92,11575.0,8837.0,9083.0,10246.0,8544.0,9057.0,8626.0,10139.0,10145.0,9935.0,4997.0,7072.0,9533.0,7297.0,9510.0
1388.79,11580.0,8967.0,9210.0,10235.0,8498.0,9282.0,8530.0,10208.0,10229.0,9862.0,5150.0,7044.0,9694.0,7275.0,9481.0
1390.66,11251.0,8978.0,8987.0,10131.0,8209.0,9253.0,8330.0,10255.0,10038.0,9589.0,5092.0,7206.0,9280.0,7325.0,9562.0
1392.53,11242.0,8829.0,8962.0,9987.0,8160.0,9419.0,8735.0,10240.0,10235.0,9794.0,4998.0,7188.0,9442.0,7143.0,9262.0
1394.4,11329.0,8794.0,9361.0,10281.0,8256.0,8930.0,8323.0,10290.0,9833.0,9777.0,5014.0,7066.0,9203.0,7070.0,9627.0
1396.26,10797.0,8907.0,8897.0,9763.0,8095.0,9321.0,8364.0,10019.0,9653.0,9361.0,4924.0,6957.0,9263.0,7144.0,9038.0
1398.13,10994.0,8595.0,9052.0,9760.0,8024.0,9010.0,8569.0,10006.0,9566.0,9771.0,4932.0,6987.0,8999.0,6819.0,9383.0
1399.99,11290.0,8421.0,9072.0,10233.0,8308.0,8914.0,8581.0,9934.0,9747.0,9528.0,4831.0,6691.0,8930.0,6948.0,9426.0
1401.86,10682.0,8232.0,8722.0,9595.0,7800.0,9244.0,8470.0,9925.0,9204.0,9768.0,4983.0,6725.0,9164.0,6841.0,9336.0
1403.72,11063.0,8475.0,9185.0,9743.0,7975.0,8954.0,8349.0,9927.0,9365.0,9621.0,4819.0,6492.0,9125.0,6684.0,9044.0
1405.58,10539.0,8101.0,8539.0,9545.0,7876.0,8738.0,8174.0,9675.0,9417.0,9312.0,4471.0,6470.0,8684.0,6579.0,8861.0
1407.45,10849.0,8320.0,8735.0,9665.0,7651.0,8917.0,8015.0,9608.0,9240.0,9271.0,4812.0,6702.0,8874.0,6549.0,8902.0
1409.31,10352.0,8239.0,8728.0,9568.0,7793.0,8723.0,8321.0,9727.0,9269.0,9388.0,4749.0,6466.0,8655.0,6813.0,8848.0
1411.17,10339.0,8147.0,8590.0,9466.0,7612.0,9040.0,7850.0,9666.0,9116.0,9080.0,4850.0,6648.0,8847.0,6601.0,8514.0
1413.03,10443.0,8116.0,8472.0,9407.0,7713.0,8548.0,7963.0,9593.0,9221.0,9526.0,4717.0,6488.0,8733.0,6230.0,8835.0
1414.89,10327.0,8015.0,8589.0,9542.0,7600.0,8657.0,7879.0,9545.0,9080.0,9379.0,4774.0,6535.0,8900.0,6610.0,8787.0
1416.75,10338.0,7962.0,8358.0,9198.0,7553.0,8716.0,7711.0,9595.0,9305.0,9055.0,4682.0,6647.0,8662.0,6704.0,8660.0
1418.6,10236.0,7873.0,8242.0,9398.0,7571.0,8770.0,7966.0,9681.0,9137.0,9058.0,4686.0,6825.0,8725.0,6719.0,8881.0
1420.46,10362.0,8022.0,8564.0,9348.0,7288.0,8470.0,7458.0,9233.0,9127.0,9164.0,4736.0,6412.0,8655.0,6501.0,8577.0
1422.32,9842.0,7883.0,8172.0,9075.0,7612.0,8378.0,7760.0,9111.0,8979.0,8967.0,4638.0,6428.0,8697.0,6626.0,8576.0
1424.17,9934.0,7748.0,8151.0,9156.0,7316.0,8690.0,7752.0,8885.0,9051.0,9064.0,4316.0,6678.0,8398.0,6544.0,8564.0
1426.03,9865.0,7987.0,7901.0,9043.0,7202.0,8502.0,7535.0,9047.0,8717.0,8737.0,4225.0,6634.0,8369.0,6562.0,8436.0
1427.88,10432.0,7816.0,8238.0,9072.0,7301.0,8490.0,7423.0,9111.0,8822.0,8653.0,4732.0,6379.0,8467.0,6864.0,8774.0
1429.73,9913.0,7703.0,8309.0,9139.0,7207.0,8665.0,7548.0,9329.0,8984.0,8745.0,4360.0,6314.0,8528.0,6543.0,9069.0
1431.58,10030.0,7709.0,8148.0,9144.0,7330.0,8546.0,7345.0,9219.0,8807.0,8670.0,4588.0,6503.0,8489.0,6576.0,8661.0
1433.43,9779.0,7987.0,7966.0,8903.0,7436.0,8394.0,7450.0,8925.0,8662.0,8757.0,4437.0,6554.0,8995.0,6595.0,8484.0
1435.29,9980.0,7914.0,8022.0,9088.0,7328.0,8801.0,7805.0,8971.0,8741.0,8998.0,4570.0,6659.0,8480.0,6811.0,8565.0
1437.14,9895.0,7663.0,7905.0,8787.0,7287.0,8390.0,7321.0,9043.0,8314.0,8853.0,4362.0,6155.0,8735.0,6493.0,8373.0
1438.98,9591.0,7733.0,7891.0,8897.0,7078.0,8193.0,7367.0,8971.0,8743.0,8459.0,4395.0,6291.0,8531.0,6643.0,8179.0
1440.83,9697.0,7542.0,7890.0,9146.0,7331.0,8512.0,7498.0,9001.0,8316.0,8915.0,4249.0,6387.0,8566.0,6635.0,8369.0
1442.68,9564.0,7795.0,8168.0,9022.0,7120.0,8405.0,7385.0,8927.0,8314.0,8666.0,4321.0,6196.0,8585.0,6505.0,8300.0
1444.53,9405.0,7528.0,7805.0,8827.0,6819.0,8044.0,7217.0,8856.0,8241.0,8571.0,4480.0,6717.0,8399.0,6537.0,8094.0
1446.37,9540.0,7471.0,7851.0,8649.0,6803.0,7968.0,7114.0,8713.0,8243.0,8215.0,4355.0,6473.0,8494.0,6626.0,7878.0
1448.22,9126.0,7520.0,7722.0,8612.0,6706.0,7684.0,7035.0,8687.0,8251.0,8248.0,4184.0,5993.0,8180.0,6177.0,8028.0
1450.06,9326.0,7534.0,7760.0,8448.0,6986.0,7874.0,7086.0,8707.0,8086.0,8383.0,4243.0,6262.0,8373.0,6173.0,7674.0
1451.91,9231.0,7235.0,7816.0,8702.0,7018.0,7760.0,7031.0,8576.0,8216.0,8204.0,4308.0,6187.0,8010.0,6490.0,7718.0
1453.75,9129.0,7355.0,7767.0,8436.0,6794.0,7928.0,7033.0,8419.0,7966.0,8360.0,4338.0,6093.0,8002.0,6163.0,7813.0
1455.59,9137.0,7118.0,7578.0,8483.0,6899.0,7950.0,6862.0,8301.0,8290.0,8141.0,3997.0,6196.0,8261.0,6124.0,7613.0
1457.43,9014.0,7143.0,7460.0,8452.0,6712.0,7929.0,6943.0,8277.0,8030.0,8085.0,3945.0,6087.0,8240.0,5842.0,7502.0
1459.27,9142.0,7009.0,7340.0,8481.0,6628.0,7762.0,6686.0,8144.0,7758.0,8025.0,3901.0,5851.0,7695.0,5730.0,7478.0
1461.11,8744.0,7438.0,7170.0,8231.0,6636.0,7561.0,6871.0,8283.0,7687.0,7958.0,4111.0,6276.0,8051.0,6017.0,7626.0
1462.95,8793.0,6984.0,6948.0,8325.0,6547.0,7298.0,6713.0,8154.0,7768.0,7946.0,4105.0,6105.0,7632.0,6110.0,7686.0
1464.79,8631.0,7260.0,7038.0,7990.0,6441.0,7390.0,6809.0,7853.0,7954.0,7993.0,3781.0,6058.0,7638.0,5641.0,7026.0
1466.63,9048.0,6925.0,7200.0,7789.0,6488.0,7390.0,6512.0,7795.0,7812.0,8012.0,3865.0,5882.0,7504.0,5710.0,7408.0
1468.47,8594.0,6680.0,7064.0,7754.0,6520.0,7288.0,6671.0,7889.0,7581.0,7496.0,3728.0,5955.0,7596.0,5859.0,6884.0
1470.3,8706.0,6849.0,6712.0,7835.0,6214.0,7141.0,6544.0,7762.0,7869.0,7707.0,3811.0,5845.0,7609.0,5701.0,7004.0
1472.14,8833.0,6840.0,6931.0,7701.0,6259.0,7014.0,6400.0,7905.0,7866.0,7690.0,3638.0,5948.0,7674.0,5617.0,7034.0
